timestamp(ms),accel_magnitude,gyro,gyro_x,gyro_y,gyro_z,imu_moving,test_target,test_mode,
"1769473685.757",,,"-0.73",,,,,,
"1769473685.758",,,,"0.37",,,,,
"1769473685.759",,,,,"-1.1",,,,
"1769473685.76",,,,,,"0",,,
"1769473685.953","0.99",,,,,,,,
"1769473685.956",,,"-0.73",,,,,,
"1769473685.958",,,,"0.3",,,,,
"1769473685.959",,,,,"-0.85",,,,
"1769473685.96",,,,,,"0",,,
"1769473686.153","0.99",,,,,,,,
"1769473686.156",,,"-0.37",,,,,,
"1769473686.159",,,,"0.18","-1.28",,,,
"1769473686.162",,,,,,"0",,,
"1769473686.353","1",,,,,,,,
"1769473686.356",,,"-0.61",,,,,,
"1769473686.358",,,,"-0.37",,,,,
"1769473686.359",,,,,"-1.04",,,,
"1769473686.36",,,,,,"0",,,
"1769473686.554","1",,,,,,,,
"1769473686.556",,,"-0.49",,,,,,
"1769473686.558",,,,"-0.06",,,,,
"1769473686.559",,,,,"-1.16",,,,
"1769473686.56",,,,,,"0",,,
"1769473686.755","0.99",,,,,,,,
"1769473686.758",,,"-0.18",,,,,,
"1769473686.76",,,,"0.37",,,,,
"1769473686.762",,,,,"0","0",,,
"1769473686.955","0.98",,,,,,,,
"1769473686.96",,,"-0.18","-0.12","-0.67",,,,
"1769473686.963",,,,,,"0",,,
"1769473687.153","0.99",,,,,,,,
"1769473687.156",,,"-0.91",,,,,,
"1769473687.159",,,,"0","-0.24",,,,
"1769473687.16",,,,,,"0",,,
"1769473687.353","0.99",,,,,,,,
"1769473687.356",,,"-0.37",,,,,,
"1769473687.358",,,,"0.06",,,,,
"1769473687.359",,,,,"-0.91",,,,
"1769473687.36",,,,,,"0",,,
"1769473687.554","0.99",,,,,,,,
"1769473687.558",,,"0",,,,,,
"1769473687.56",,,,"0.06",,,,,
"1769473687.561",,,,,"-1.16",,,,
"1769473687.562",,,,,,"0",,,
"1769473687.756","0.99",,,,,,,,
"1769473687.759",,,"-0.24",,,,,,
"1769473687.76",,,,"0.37",,,,,
"1769473687.762",,,,,"-0.79",,,,
"1769473687.763",,,,,,"0",,,
"1769473687.953","0.99",,,,,,,,
"1769473687.956",,,"0",,,,,,
"1769473687.96",,,,"0.3","-0.61","0",,,
"1769473688.156","1",,,,,,,,
"1769473688.157",,,"-0.43",,,,,,
"1769473688.159",,,,"0.18","-0.91",,,,
"1769473688.16",,,,,,"0",,,
"1769473688.353","0.99",,,,,,,,
"1769473688.357",,,"-0.24",,,,,,
"1769473688.359",,,,"0.37","-0.79",,,,
"1769473688.36",,,,,,"0",,,
"1769473688.565","1",,"-0.18","-0.37","-0.73",,,,
"1769473688.566",,,,,,"0",,,
"1769473688.753","1",,,,,,,,
"1769473688.756",,,"0.18",,,,,,
"1769473688.758",,,,"-0.24","-0.79",,,,
"1769473688.76",,,,,,"0",,,
"1769473688.954","1",,,,,,,,
"1769473688.956",,,"-0.49",,,,,,
"1769473688.958",,,,"-0.37",,,,,
"1769473688.959",,,,,"-1.46",,,,
"1769473688.962",,,,,,"0",,,
"1769473689.154","1.01",,,,,,,,
"1769473689.157",,,"-0.85",,,,,,
"1769473689.158",,,,"0.79","-1.16",,,,
"1769473689.16",,,,,,"0",,,
"1769473689.353","1",,,,,,,,
"1769473689.356",,,"-0.18",,,,,,
"1769473689.358",,,,"0.55",,,,,
"1769473689.359",,,,,"-1.28",,,,
"1769473689.36",,,,,,"0",,,
"1769473689.553","0.98",,,,,,,,
"1769473689.556",,,"-0.18",,,,,,
"1769473689.558",,,,"0.3","-0.98",,,,
"1769473689.56",,,,,,"0",,,
"1769473689.753","1",,,,,,,,
"1769473689.755",,,"-0.06",,,,,,
"1769473689.758",,,,"-0.3","-0.67",,,,
"1769473689.76",,,,,,"0",,,
"1769473689.953","1",,,,,,,,
"1769473689.956",,,"-0.43",,,,,,
"1769473689.959",,,,"0.12","-0.79",,,,
"1769473689.96",,,,,,"0",,,
"1769473690.153","1",,,,,,,,
"1769473690.156",,,"-0.67",,,,,,
"1769473690.158",,,,"0.73",,,,,
"1769473690.159",,,,,"-1.34",,,,
"1769473690.16",,,,,,"0",,,
"1769473690.353","1",,,,,,,,
"1769473690.356",,,"-0.18",,,,,,
"1769473690.359",,,,"0.12","-1.04",,,,
"1769473690.36",,,,,,"0",,,
"1769473690.553","0.99",,,,,,,,
"1769473690.556",,,"0.06",,,,,,
"1769473690.56",,,,"0.37","-0.85","0",,,
"1769473690.753","1",,,,,,,,
"1769473690.756",,,"-0.43",,,,,,
"1769473690.758",,,,"0.12",,,,,
"1769473690.759",,,,,"-0.79",,,,
"1769473690.76",,,,,,"0",,,
"1769473690.953","1",,,,,,,,
"1769473690.956",,,"0.06",,,,,,
"1769473690.96",,,,"0.24","-0.98",,,,
"1769473690.961",,,,,,"0",,,
"1769473691.153","0.99",,,,,,,,
"1769473691.156",,,"-0.43",,,,,,
"1769473691.158",,,,"0.12",,,,,
"1769473691.159",,,,,"-0.85",,,,
"1769473691.16",,,,,,"0",,,
"1769473691.353","0.98",,,,,,,,
"1769473691.356",,,"-0.37",,,,,,
"1769473691.358",,,,"0.49","-1.28",,,,
"1769473691.36",,,,,,"0",,,
"1769473691.553","1",,,,,,,,
"1769473691.556",,,"-0.12",,,,,,
"1769473691.559",,,,"0.18","-0.79",,,,
"1769473691.564",,,,,,"0",,,
"1769473691.753","1",,,,,,,,
"1769473691.757",,,"0.18",,,,,,
"1769473691.761",,,,"0.18","-0.61",,,,
"1769473691.763",,,,,,"0",,,
"1769473691.953","1",,,,,,,,
"1769473691.957",,,"-0.55",,,,,,
"1769473691.959",,,,"0.12","-1.34",,,,
"1769473691.964",,,,,,"0",,,
"1769473692.153","0.98",,,,,,,,
"1769473692.156",,,"-0.06",,,,,,
"1769473692.159",,,,"0.12","-0.67",,,,
"1769473692.162",,,,,,"0",,,
"1769473692.353","0.99",,,,,,,,
"1769473692.356",,,"-0.49",,,,,,
"1769473692.358",,,,"0.12",,,,,
"1769473692.361",,,,,"-0.55",,,,
"1769473692.362",,,,,,"0",,,
"1769473692.553","1",,,,,,,,
"1769473692.557",,,"-0.43",,,,,,
"1769473692.562",,,,"0.24","-1.22",,,,
"1769473692.564",,,,,,"0",,,
"1769473692.758","1",,,,,,,,
"1769473692.759",,,"-0.24",,,,,,
"1769473692.764",,,,"0","-0.85","0",,,
"1769473692.955","0.99",,,,,,,,
"1769473692.961",,,"-0.12","0.12",,,,,
"1769473692.962",,,,,"-1.1",,,,
"1769473692.964",,,,,,"0",,,
"1769473693.154","0.99",,,,,,,,
"1769473693.156",,,"0",,,,,,
"1769473693.16",,,,"0",,,,,
"1769473693.161",,,,,"-0.73",,,,
"1769473693.163",,,,,,"0",,,
"1769473693.353","1",,,,,,,,
"1769473693.356",,,"-0.43",,,,,,
"1769473693.359",,,,"0.18","-0.98",,,,
"1769473693.363",,,,,,"0",,,
"1769473693.553","0.99",,,,,,,,
"1769473693.556",,,"0",,,,,,
"1769473693.56",,,,"0.12",,,,,
"1769473693.561",,,,,"-0.91","0",,,
"1769473693.754","1",,,,,,,,
"1769473693.756",,,"-0.43",,,,,,
"1769473693.759",,,,"-0.06","-1.1",,,,
"1769473693.762",,,,,,"0",,,
"1769473693.953","0.99",,,,,,,,
"1769473693.956",,,"-0.18",,,,,,
"1769473693.958",,,,"0.61",,,,,
"1769473693.959",,,,,"-1.16",,,,
"1769473693.96",,,,,,"0",,,
"1769473694.153","0.99",,,,,,,,
"1769473694.156",,,"0.18",,,,,,
"1769473694.161",,,,"0","-0.55","0",,,
"1769473694.353","1",,,,,,,,
"1769473694.356",,,"-0.12",,,,,,
"1769473694.359",,,,"0.18","-0.85",,,,
"1769473694.361",,,,,,"0",,,
"1769473694.554","0.99",,,,,,,,
"1769473694.556",,,"-0.43",,,,,,
"1769473694.559",,,,"0.18","-0.98",,,,
"1769473694.563",,,,,,"0",,,
